Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 00:00:00-05:00,39.849998474121094,40.22999954223633,39.29999923706055,39.720001220703125,518,0.0,0.0
2025-01-03 00:00:00-05:00,39.81999969482422,39.81999969482422,39.16999816894531,39.400001525878906,364,0.0,0.0
2025-01-06 00:00:00-05:00,39.91999816894531,40.06999969482422,39.72999954223633,39.7599983215332,179,0.0,0.0
2025-01-07 00:00:00-05:00,39.650001525878906,40.75,39.650001525878906,40.720001220703125,210,0.0,0.0
2025-01-08 00:00:00-05:00,41.029998779296875,41.310001373291016,40.810001373291016,41.11000061035156,250,0.0,0.0
2025-01-09 00:00:00-05:00,40.84000015258789,42.279998779296875,40.84000015258789,42.279998779296875,26,0.0,0.0
2025-01-10 00:00:00-05:00,42.70000076293945,45.18000030517578,42.70000076293945,45.04999923706055,127,0.0,0.0
2025-01-13 00:00:00-05:00,45.65999984741211,45.65999984741211,45.369998931884766,45.470001220703125,69,0.0,0.0
2025-01-14 00:00:00-05:00,45.72999954223633,45.72999954223633,45.72999954223633,45.72999954223633,91406,0.0,0.0
2025-01-15 00:00:00-05:00,46.060001373291016,47.099998474121094,45.720001220703125,46.27000045776367,104833,0.0,0.0
2025-01-16 00:00:00-05:00,46.25,46.27000045776367,44.849998474121094,45.029998779296875,98321,0.0,0.0
2025-01-17 00:00:00-05:00,45.2400016784668,45.79999923706055,44.95000076293945,45.689998626708984,66664,0.0,0.0
2025-01-21 00:00:00-05:00,45.70000076293945,46.310001373291016,45.02000045776367,45.77000045776367,95734,0.0,0.0
2025-01-22 00:00:00-05:00,45.84000015258789,45.84000015258789,44.209999084472656,44.41999816894531,87864,0.0,0.0
2025-01-23 00:00:00-05:00,44.41999816894531,45.5,44.08000183105469,45.040000915527344,78547,0.0,0.0
2025-01-24 00:00:00-05:00,44.689998626708984,45.439998626708984,44.130001068115234,45.220001220703125,62551,0.0,0.0
2025-01-27 00:00:00-05:00,45.09000015258789,45.13999938964844,44.33000183105469,45.0,59599,0.0,0.0
2025-01-28 00:00:00-05:00,45.0,45.790000915527344,44.63999938964844,45.130001068115234,76141,0.0,0.0
2025-01-29 00:00:00-05:00,45.130001068115234,45.40999984741211,44.70000076293945,44.970001220703125,62060,0.0,0.0
2025-01-30 00:00:00-05:00,45.0,45.16999816894531,44.099998474121094,44.97999954223633,53966,0.0,0.0
2025-01-31 00:00:00-05:00,45.09000015258789,46.810001373291016,44.779998779296875,46.11000061035156,133472,0.0,0.0
2025-02-03 00:00:00-05:00,47.0099983215332,47.540000915527344,46.150001525878906,46.5099983215332,109701,0.0,0.0
2025-02-04 00:00:00-05:00,45.720001220703125,46.220001220703125,44.63999938964844,45.7599983215332,91027,0.0,0.0
2025-02-05 00:00:00-05:00,45.790000915527344,45.9900016784668,44.77000045776367,45.09000015258789,60594,0.0,0.0
2025-02-06 00:00:00-05:00,45.08000183105469,45.529998779296875,44.720001220703125,45.400001525878906,60920,0.0,0.0
2025-02-07 00:00:00-05:00,45.400001525878906,46.2400016784668,45.150001525878906,45.97999954223633,81143,0.0,0.0
2025-02-10 00:00:00-05:00,45.939998626708984,46.119998931884766,45.45000076293945,45.72999954223633,66501,0.0,0.0
2025-02-11 00:00:00-05:00,45.81999969482422,46.599998474121094,45.33000183105469,46.130001068115234,82431,0.0,0.0
2025-02-12 00:00:00-05:00,46.150001525878906,46.52000045776367,45.220001220703125,45.65999984741211,79937,0.0,0.0
2025-02-13 00:00:00-05:00,45.65999984741211,46.380001068115234,45.029998779296875,46.25,87153,0.0,0.0
2025-02-14 00:00:00-05:00,46.20000076293945,46.77000045776367,45.540000915527344,46.06999969482422,54001,0.0,0.0
2025-02-18 00:00:00-05:00,46.099998474121094,47.38999938964844,45.58000183105469,47.29999923706055,61386,0.0,0.0
2025-02-19 00:00:00-05:00,47.20000076293945,48.09000015258789,46.099998474121094,46.29999923706055,57785,0.0,0.0
2025-02-20 00:00:00-05:00,46.400001525878906,47.34000015258789,46.209999084472656,47.2599983215332,46746,0.0,0.0
2025-02-21 00:00:00-05:00,47.2400016784668,47.2599983215332,46.4900016784668,46.810001373291016,47635,0.0,0.0
2025-02-24 00:00:00-05:00,46.79999923706055,46.84000015258789,45.630001068115234,45.70000076293945,45052,0.0,0.0
2025-02-25 00:00:00-05:00,45.779998779296875,46.369998931884766,45.2599983215332,45.439998626708984,44280,0.0,0.0
2025-02-26 00:00:00-05:00,45.369998931884766,45.560001373291016,44.540000915527344,44.970001220703125,26889,0.0,0.0
2025-02-27 00:00:00-05:00,44.95000076293945,45.650001525878906,44.58000183105469,44.75,14290,0.0,0.0
2025-02-28 00:00:00-05:00,44.869998931884766,45.0,43.5,43.529998779296875,1520,0.0,0.0
2025-03-03 00:00:00-05:00,43.58000183105469,43.97999954223633,42.20000076293945,42.900001525878906,549,0.0,0.0
2025-03-04 00:00:00-05:00,43.150001525878906,43.2400016784668,42.09000015258789,42.27000045776367,518,0.0,0.0
2025-03-05 00:00:00-05:00,42.66999816894531,42.68000030517578,41.630001068115234,42.439998626708984,183,0.0,0.0
2025-03-06 00:00:00-05:00,42.959999084472656,43.0099983215332,42.40999984741211,42.599998474121094,215,0.0,0.0
2025-03-07 00:00:00-05:00,42.939998626708984,43.15999984741211,42.75,42.869998931884766,463,0.0,0.0
2025-03-10 00:00:00-04:00,42.400001525878906,42.47999954223633,41.560001373291016,41.709999084472656,104,0.0,0.0
